"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"13051";"GM1709";"1998JJ00";"";"";""
"13052";"GM1709";"1999JJ00";"   36342";"PV30      ";"Noord-Brabant                                     "
"13053";"GM1709";"2000JJ00";"   36312";"PV30      ";"Noord-Brabant                                     "
"13054";"GM1709";"2001JJ00";"   36456";"PV30      ";"Noord-Brabant                                     "
"13055";"GM1709";"2002JJ00";"   36433";"PV30      ";"Noord-Brabant                                     "
"13056";"GM1709";"2003JJ00";"   36553";"PV30      ";"Noord-Brabant                                     "
"13057";"GM1709";"2004JJ00";"   36775";"PV30      ";"Noord-Brabant                                     "
"13058";"GM1709";"2005JJ00";"   36785";"PV30      ";"Noord-Brabant                                     "
"13059";"GM1709";"2006JJ00";"   36676";"PV30      ";"Noord-Brabant                                     "
"13060";"GM1709";"2007JJ00";"   36645";"PV30      ";"Noord-Brabant                                     "
"13061";"GM1709";"2008JJ00";"   36724";"PV30      ";"Noord-Brabant                                     "
"13062";"GM1709";"2009JJ00";"   36648";"PV30      ";"Noord-Brabant                                     "
"13063";"GM1709";"2010JJ00";"   36536";"PV30      ";"Noord-Brabant                                     "
"13064";"GM1709";"2011JJ00";"   36547";"PV30      ";"Noord-Brabant                                     "
"13065";"GM1709";"2012JJ00";"   36522";"PV30      ";"Noord-Brabant                                     "
"13066";"GM1709";"2013JJ00";"   36625";"PV30      ";"Noord-Brabant                                     "
"13067";"GM1709";"2014JJ00";"   36729";"PV30      ";"Noord-Brabant                                     "
"13068";"GM1709";"2015JJ00";"   36816";"PV30      ";"Noord-Brabant                                     "
"13069";"GM1709";"2016JJ00";"   36762";"PV30      ";"Noord-Brabant                                     "
"13070";"GM1709";"2017JJ00";"   36944";"PV30      ";"Noord-Brabant                                     "
"13071";"GM1709";"2018JJ00";"   36967";"PV30      ";"Noord-Brabant                                     "
"13072";"GM1709";"2019JJ00";"   36961";"PV30      ";"Noord-Brabant                                     "
"13073";"GM1709";"2020JJ00";"   37129";"PV30      ";"Noord-Brabant                                     "
"13074";"GM1709";"2021JJ00";"   37185";"PV30      ";"Noord-Brabant                                     "
"13075";"GM1709";"2022JJ00";"   37313";"PV30      ";"Noord-Brabant                                     "
"13076";"GM0816";"1995JJ00";"    5826";"PV30      ";"Noord-Brabant                                     "
"13077";"GM0816";"1996JJ00";"    5841";"PV30      ";"Noord-Brabant                                     "
"13078";"GM0816";"1997JJ00";"";"";""
"13079";"GM0816";"1998JJ00";"";"";""
"13080";"GM0816";"1999JJ00";"";"";""
"13081";"GM0816";"2000JJ00";"";"";""
"13082";"GM0816";"2001JJ00";"";"";""
"13083";"GM0816";"2002JJ00";"";"";""
"13084";"GM0816";"2003JJ00";"";"";""
"13085";"GM0816";"2004JJ00";"";"";""
"13086";"GM0816";"2005JJ00";"";"";""
"13087";"GM0816";"2006JJ00";"";"";""
"13088";"GM0816";"2007JJ00";"";"";""
"13089";"GM0816";"2008JJ00";"";"";""
"13090";"GM0816";"2009JJ00";"";"";""
"13091";"GM0816";"2010JJ00";"";"";""
"13092";"GM0816";"2011JJ00";"";"";""
"13093";"GM0816";"2012JJ00";"";"";""
"13094";"GM0816";"2013JJ00";"";"";""
"13095";"GM0816";"2014JJ00";"";"";""
"13096";"GM0816";"2015JJ00";"";"";""
"13097";"GM0816";"2016JJ00";"";"";""
"13098";"GM0816";"2017JJ00";"";"";""
"13099";"GM0816";"2018JJ00";"";"";""
"13100";"GM0816";"2019JJ00";"";"";""
"13101";"GM0816";"2020JJ00";"";"";""
"13102";"GM0816";"2021JJ00";"";"";""
"13103";"GM0816";"2022JJ00";"";"";""
"13104";"GM1978";"1995JJ00";"";"";""
"13105";"GM1978";"1996JJ00";"";"";""
"13106";"GM1978";"1997JJ00";"";"";""
"13107";"GM1978";"1998JJ00";"";"";""
"13108";"GM1978";"1999JJ00";"";"";""
"13109";"GM1978";"2000JJ00";"";"";""
"13110";"GM1978";"2001JJ00";"";"";""
"13111";"GM1978";"2002JJ00";"";"";""
"13112";"GM1978";"2003JJ00";"";"";""
"13113";"GM1978";"2004JJ00";"";"";""
"13114";"GM1978";"2005JJ00";"";"";""
"13115";"GM1978";"2006JJ00";"";"";""
"13116";"GM1978";"2007JJ00";"";"";""
"13117";"GM1978";"2008JJ00";"";"";""
"13118";"GM1978";"2009JJ00";"";"";""
"13119";"GM1978";"2010JJ00";"";"";""
"13120";"GM1978";"2011JJ00";"";"";""
"13121";"GM1978";"2012JJ00";"";"";""
"13122";"GM1978";"2013JJ00";"";"";""
"13123";"GM1978";"2014JJ00";"";"";""
"13124";"GM1978";"2015JJ00";"";"";""
"13125";"GM1978";"2016JJ00";"";"";""
"13126";"GM1978";"2017JJ00";"";"";""
"13127";"GM1978";"2018JJ00";"";"";""
"13128";"GM1978";"2019JJ00";"   43858";"PV28      ";"Zuid-Holland                                      "
"13129";"GM1978";"2020JJ00";"   43909";"PV28      ";"Zuid-Holland                                      "
"13130";"GM1978";"2021JJ00";"   44130";"PV28      ";"Zuid-Holland                                      "
"13131";"GM1978";"2022JJ00";"   44644";"PV28      ";"Zuid-Holland                                      "
"13132";"GM1927";"1995JJ00";"";"";""
"13133";"GM1927";"1996JJ00";"";"";""
"13134";"GM1927";"1997JJ00";"";"";""
"13135";"GM1927";"1998JJ00";"";"";""
"13136";"GM1927";"1999JJ00";"";"";""
"13137";"GM1927";"2000JJ00";"";"";""
"13138";"GM1927";"2001JJ00";"";"";""
"13139";"GM1927";"2002JJ00";"";"";""
"13140";"GM1927";"2003JJ00";"";"";""
"13141";"GM1927";"2004JJ00";"";"";""
"13142";"GM1927";"2005JJ00";"";"";""
"13143";"GM1927";"2006JJ00";"";"";""
"13144";"GM1927";"2007JJ00";"";"";""
"13145";"GM1927";"2008JJ00";"";"";""
"13146";"GM1927";"2009JJ00";"";"";""
"13147";"GM1927";"2010JJ00";"";"";""
"13148";"GM1927";"2011JJ00";"";"";""
"13149";"GM1927";"2012JJ00";"";"";""
"13150";"GM1927";"2013JJ00";"   29190";"PV28      ";"Zuid-Holland                                      "
"13151";"GM1927";"2014JJ00";"   29032";"PV28      ";"Zuid-Holland                                      "
"13152";"GM1927";"2015JJ00";"   28993";"PV28      ";"Zuid-Holland                                      "
"13153";"GM1927";"2016JJ00";"   29067";"PV28      ";"Zuid-Holland                                      "
"13154";"GM1927";"2017JJ00";"   29212";"PV28      ";"Zuid-Holland                                      "
"13155";"GM1927";"2018JJ00";"   29295";"PV28      ";"Zuid-Holland                                      "
"13156";"GM1927";"2019JJ00";"";"";""
"13157";"GM1927";"2020JJ00";"";"";""
"13158";"GM1927";"2021JJ00";"";"";""
"13159";"GM1927";"2022JJ00";"";"";""
"13160";"GM0562";"1995JJ00";"   19637";"PV28      ";"Zuid-Holland                                      "
"13161";"GM0562";"1996JJ00";"   19682";"PV28      ";"Zuid-Holland                                      "
"13162";"GM0562";"1997JJ00";"   19806";"PV28      ";"Zuid-Holland                                      "
"13163";"GM0562";"1998JJ00";"   20012";"PV28      ";"Zuid-Holland                                      "
"13164";"GM0562";"1999JJ00";"   20234";"PV28      ";"Zuid-Holland                                      "
"13165";"GM0562";"2000JJ00";"   20228";"PV28      ";"Zuid-Holland                                      "
"13166";"GM0562";"2001JJ00";"   20196";"PV28      ";"Zuid-Holland                                      "
"13167";"GM0562";"2002JJ00";"   20239";"PV28      ";"Zuid-Holland                                      "
"13168";"GM0562";"2003JJ00";"   20446";"PV28      ";"Zuid-Holland                                      "
"13169";"GM0562";"2004JJ00";"";"";""
"13170";"GM0562";"2005JJ00";"";"";""
"13171";"GM0562";"2006JJ00";"";"";""
"13172";"GM0562";"2007JJ00";"";"";""
"13173";"GM0562";"2008JJ00";"";"";""
"13174";"GM0562";"2009JJ00";"";"";""
"13175";"GM0562";"2010JJ00";"";"";""
"13176";"GM0562";"2011JJ00";"";"";""
"13177";"GM0562";"2012JJ00";"";"";""
"13178";"GM0562";"2013JJ00";"";"";""
"13179";"GM0562";"2014JJ00";"";"";""
"13180";"GM0562";"2015JJ00";"";"";""
"13181";"GM0562";"2016JJ00";"";"";""
"13182";"GM0562";"2017JJ00";"";"";""
"13183";"GM0562";"2018JJ00";"";"";""
"13184";"GM0562";"2019JJ00";"";"";""
"13185";"GM0562";"2020JJ00";"";"";""
"13186";"GM0562";"2021JJ00";"";"";""
"13187";"GM0562";"2022JJ00";"";"";""
"13188";"GM1955";"1995JJ00";"";"";""
"13189";"GM1955";"1996JJ00";"";"";""
"13190";"GM1955";"1997JJ00";"";"";""
"13191";"GM1955";"1998JJ00";"";"";""
"13192";"GM1955";"1999JJ00";"";"";""
"13193";"GM1955";"2000JJ00";"";"";""
"13194";"GM1955";"2001JJ00";"";"";""
"13195";"GM1955";"2002JJ00";"";"";""
"13196";"GM1955";"2003JJ00";"";"";""
"13197";"GM1955";"2004JJ00";"";"";""
"13198";"GM1955";"2005JJ00";"   35263";"PV25      ";"Gelderland                                        "
"13199";"GM1955";"2006JJ00";"   35190";"PV25      ";"Gelderland                                        "
"13200";"GM1955";"2007JJ00";"   35054";"PV25      ";"Gelderland                                        "
"13201";"GM1955";"2008JJ00";"   34995";"PV25      ";"Gelderland                                        "
"13202";"GM1955";"2009JJ00";"   35103";"PV25      ";"Gelderland                                        "
"13203";"GM1955";"2010JJ00";"   35179";"PV25      ";"Gelderland                                        "
"13204";"GM1955";"2011JJ00";"   34976";"PV25      ";"Gelderland                                        "
"13205";"GM1955";"2012JJ00";"   35043";"PV25      ";"Gelderland                                        "
"13206";"GM1955";"2013JJ00";"   34834";"PV25      ";"Gelderland                                        "
"13207";"GM1955";"2014JJ00";"   34987";"PV25      ";"Gelderland                                        "
"13208";"GM1955";"2015JJ00";"   35150";"PV25      ";"Gelderland                                        "
"13209";"GM1955";"2016JJ00";"   35173";"PV25      ";"Gelderland                                        "
"13210";"GM1955";"2017JJ00";"   35316";"PV25      ";"Gelderland                                        "
"13211";"GM1955";"2018JJ00";"   35627";"PV25      ";"Gelderland                                        "
"13212";"GM1955";"2019JJ00";"   36026";"PV25      ";"Gelderland                                        "
"13213";"GM1955";"2020JJ00";"   36011";"PV25      ";"Gelderland                                        "
"13214";"GM1955";"2021JJ00";"   36031";"PV25      ";"Gelderland                                        "
"13215";"GM1955";"2022JJ00";"   36359";"PV25      ";"Gelderland                                        "
"13216";"GM0335";"1995JJ00";"   13090";"PV26      ";"Utrecht                                           "
"13217";"GM0335";"1996JJ00";"   13226";"PV26      ";"Utrecht                                           "
"13218";"GM0335";"1997JJ00";"   13254";"PV26      ";"Utrecht                                           "
"13219";"GM0335";"1998JJ00";"   13237";"PV26      ";"Utrecht                                           "
"13220";"GM0335";"1999JJ00";"   13254";"PV26      ";"Utrecht                                           "
"13221";"GM0335";"2000JJ00";"   13372";"PV26      ";"Utrecht                                           "
"13222";"GM0335";"2001JJ00";"   13285";"PV26      ";"Utrecht                                           "
"13223";"GM0335";"2002JJ00";"   13298";"PV26      ";"Utrecht                                           "
"13224";"GM0335";"2003JJ00";"   13339";"PV26      ";"Utrecht                                           "
"13225";"GM0335";"2004JJ00";"   13367";"PV26      ";"Utrecht                                           "
"13226";"GM0335";"2005JJ00";"   13438";"PV26      ";"Utrecht                                           "
"13227";"GM0335";"2006JJ00";"   13506";"PV26      ";"Utrecht                                           "
"13228";"GM0335";"2007JJ00";"   13474";"PV26      ";"Utrecht                                           "
"13229";"GM0335";"2008JJ00";"   13493";"PV26      ";"Utrecht                                           "
